pax_id,flight_id,flight_date,delay_minutes,cancelled
11483,78,2024-05-20,84,0
11484,57,2024-01-18,108,0
11485,167,2022-02-16,67,0
11486,98,2023-04-11,16,1
11487,117,2024-06-07,23,1
11488,76,2023-07-30,118,1
11489,138,2024-06-25,92,0
11490,43,2023-12-17,26,0
11491,21,2023-02-26,38,0
11492,175,2022-07-17,17,0
11493,111,2024-11-28,119,0
11494,185,2022-09-08,20,0
11495,192,2022-12-09,70,1
11496,73,2023-01-18,104,1
11497,154,2023-07-12,63,1
11498,133,2024-12-03,80,1
11499,153,2023-10-13,97,1
11500,29,2024-07-09,79,0
11501,106,2024-11-05,110,0
11502,87,2023-11-08,90,0
11503,128,2023-03-03,56,0
11504,127,2023-06-09,28,1
11505,91,2024-05-28,38,1
11506,115,2024-04-17,51,0
11507,125,2023-07-19,75,0
11508,171,2022-09-04,66,0
11509,119,2023-03-02,18,0
11510,58,2023-07-17,36,0
11511,54,2022-10-02,45,0
11512,88,2024-03-26,50,1
11513,39,2022-05-23,32,0
11514,156,2022-11-24,1,1
11515,173,2022-04-21,89,1
11516,135,2023-08-20,6,1
11517,155,2024-03-26,21,1
11518,65,2024-11-06,54,1
11519,107,2023-01-07,63,1
11520,138,2024-03-23,65,0
11521,27,2023-01-20,54,0
11522,127,2022-05-06,31,1
11523,198,2024-04-03,14,1
11524,43,2022-07-29,33,1
11525,197,2022-02-05,71,1
11526,91,2023-03-15,83,1
11527,106,2023-03-13,106,0
11528,95,2024-03-06,88,0
11529,52,2023-11-16,0,1
11530,68,2024-01-10,16,0
11531,142,2022-07-12,16,0
11532,156,2023-01-14,95,0
11533,46,2022-04-14,0,0
11534,19,2024-12-11,95,1
11535,172,2022-08-20,96,0
11536,110,2022-01-03,48,0
11537,47,2024-09-10,20,0
11538,80,2023-02-24,104,0
11539,35,2022-09-16,31,1
11540,120,2023-07-31,31,1
11541,16,2023-07-29,59,1
11542,135,2024-05-18,111,1
11543,19,2023-10-26,95,1
11544,44,2022-10-29,67,0
11545,37,2022-12-08,84,1
11546,167,2023-08-29,28,1
11547,128,2023-04-26,51,0
11548,146,2024-10-08,16,1
11549,1,2024-07-17,22,0
11550,122,2023-03-04,46,0
11551,115,2023-11-28,16,1
11552,19,2022-07-30,17,1
11553,176,2022-11-06,9,1
11554,11,2022-07-02,67,1
11555,162,2023-06-29,23,0
11556,2,2023-01-07,42,1
11557,104,2024-10-19,25,1
11558,83,2022-10-12,29,0
11559,6,2023-09-07,3,0
11560,98,2023-12-16,97,1
11561,197,2023-11-18,4,0
11562,111,2023-06-15,112,1
11563,183,2024-09-12,8,1
11564,77,2023-09-22,29,1
11565,23,2023-05-21,92,0
11566,166,2022-10-22,101,1
11567,193,2024-07-24,38,0
11568,69,2023-01-01,6,1
11569,133,2024-10-01,5,1
11570,185,2024-02-22,41,0
11571,79,2022-09-19,112,1
11572,45,2024-12-01,59,0
11573,171,2023-01-15,106,1
11574,121,2024-12-30,42,0
11575,117,2023-08-31,32,1
11576,10,2024-12-02,45,1
11577,11,2023-01-02,116,0
11578,131,2024-06-05,25,1
11579,150,2023-05-24,38,0
11580,47,2024-10-27,38,1
11581,80,2024-05-30,95,1
11582,37,2024-11-06,59,0
11583,29,2023-05-08,109,1
11584,68,2022-11-15,20,0
11585,15,2024-07-19,39,0
11586,22,2023-09-29,43,0
11587,181,2023-01-09,63,0
11588,37,2023-12-17,5,1
11589,118,2022-10-13,91,0
11590,81,2024-01-03,61,1
11591,140,2024-09-10,109,0
11592,127,2024-12-05,1,1
11593,42,2022-06-20,8,0
11594,101,2023-10-09,47,0
11595,183,2022-08-22,59,0
11596,174,2024-06-01,10,1
11597,27,2023-11-08,117,1
11598,16,2022-02-11,26,1
11599,39,2022-04-11,90,1
11600,130,2023-04-14,4,0
11601,177,2023-09-30,53,0
11602,104,2022-07-10,104,1
11603,30,2023-07-04,119,1
11604,196,2022-01-27,113,1
11605,169,2023-05-23,92,1
11606,92,2022-03-17,41,0
11607,100,2024-10-20,16,1
11608,23,2023-10-05,11,0
11609,26,2023-11-19,36,0
11610,134,2024-03-09,2,1
11611,157,2024-02-09,41,1
11612,193,2024-09-03,51,0
11613,6,2024-09-27,32,0
11614,24,2022-06-14,84,1
11615,4,2023-12-27,68,1
11616,185,2022-06-05,97,0
11617,67,2022-07-30,26,0
11618,15,2023-02-25,28,0
11619,41,2023-10-18,39,0
11620,11,2024-03-24,64,0
11621,10,2023-04-13,55,1
11622,123,2022-06-18,90,1
11623,18,2024-02-12,30,1
11624,107,2022-11-20,28,1
11625,197,2024-10-28,18,0
11626,36,2022-06-25,69,0
11627,91,2022-04-05,97,1
11628,25,2022-07-05,108,0
11629,176,2024-06-07,99,0
11630,121,2023-11-18,24,1
11631,197,2022-01-07,94,1
11632,96,2022-07-27,85,1
11633,78,2024-09-10,47,1
11634,90,2023-01-27,105,1
11635,117,2023-08-16,31,1
11636,46,2022-10-30,84,0
11637,59,2024-09-04,93,1
11638,69,2023-05-01,45,1
11639,166,2024-08-16,95,0
11640,33,2024-02-18,99,1
11641,46,2024-04-16,83,0
11642,169,2023-08-01,98,1
11643,123,2024-10-21,54,0
11644,159,2024-12-04,32,1
11645,71,2024-01-23,97,0
11646,199,2022-04-05,40,1
11647,76,2023-08-26,34,1
11648,23,2024-04-22,49,1
11649,97,2022-06-22,54,0
11650,11,2024-04-30,21,0
11651,149,2024-04-22,89,1
11652,161,2024-01-12,49,0
11653,163,2023-06-03,78,1
11654,23,2022-03-07,76,1
11655,11,2022-11-26,87,0
11656,159,2022-08-20,57,0
11657,195,2023-02-02,105,1
11658,154,2023-05-11,65,1
11659,97,2023-09-05,43,1
11660,92,2022-04-19,118,0
11661,198,2023-10-14,14,1
11662,196,2024-08-20,95,1
11663,9,2023-12-13,114,0
11664,145,2024-08-14,40,0
11665,41,2022-01-02,111,1
11666,114,2023-12-04,109,0
11667,38,2024-01-28,22,1
11668,64,2022-07-26,12,1
11669,78,2023-12-17,27,0
11670,136,2024-07-17,40,0
11671,12,2023-03-01,3,1
11672,157,2022-03-08,72,1
11673,87,2023-07-11,52,1
11674,165,2022-09-02,104,1
11675,136,2022-03-09,73,0
11676,52,2022-09-21,15,1
11677,183,2023-04-23,16,0
11678,52,2024-02-29,99,0
11679,24,2023-07-03,115,1
11680,139,2023-01-25,98,0
11681,93,2023-09-26,17,1
11682,199,2024-08-19,12,0
11683,185,2022-02-23,94,1
11684,31,2024-09-02,11,0
11685,37,2023-06-21,2,0
11686,2,2023-09-25,114,0
11687,50,2024-02-02,55,0
11688,186,2022-01-22,76,1
11689,90,2023-10-06,38,1
11690,69,2024-02-23,114,1
11691,70,2023-04-18,90,0
11692,66,2022-03-17,20,1
11693,199,2024-10-25,54,0
11694,61,2023-12-17,109,0
11695,153,2023-01-29,77,0
11696,141,2023-10-13,36,1
11697,92,2024-10-11,78,1
11698,57,2023-03-07,76,0
11699,196,2022-07-09,20,0
11700,107,2024-06-06,56,0
11701,149,2024-03-10,48,0
11702,194,2022-11-16,69,0
11703,135,2024-03-06,84,1
11704,108,2023-12-18,91,0
11705,80,2022-02-21,95,0
11706,160,2024-05-23,75,0
11707,127,2024-06-05,41,0
11708,43,2024-08-04,64,0
11709,90,2024-01-22,31,0
11710,119,2023-11-04,48,1
11711,39,2023-09-15,54,1
11712,104,2023-12-08,58,0
11713,140,2022-10-14,110,0
11714,13,2022-12-31,78,0
11715,90,2022-02-08,77,1
11716,148,2024-07-05,65,0
11717,95,2024-03-23,81,1
11718,159,2022-10-24,34,0
11719,173,2024-09-21,9,0
11720,18,2023-04-20,14,0
11721,91,2023-05-21,58,1
11722,106,2023-01-19,41,0
11723,47,2024-09-26,114,1
11724,140,2022-11-27,101,1
11725,101,2023-01-01,46,0
11726,154,2022-11-19,118,0
11727,42,2024-03-23,45,1
11728,153,2023-09-07,2,1
11729,113,2023-10-01,42,0
11730,64,2023-11-24,24,1
11731,62,2023-04-02,50,1
11732,84,2022-06-18,44,0
11733,106,2022-08-15,101,1
11734,45,2023-05-07,59,1
11735,5,2022-03-30,101,0
11736,30,2024-12-25,104,1
11737,73,2022-08-27,76,0
11738,151,2024-06-19,80,0
11739,51,2022-12-26,13,0
11740,166,2023-02-01,62,0
11741,148,2022-03-12,86,1
11742,199,2023-11-29,94,0
11743,158,2022-04-17,28,0
11744,52,2024-09-22,53,0
11745,194,2023-04-07,88,1
11746,154,2023-06-09,20,0
11747,156,2024-03-29,21,1
11748,40,2022-03-16,86,0
11749,160,2024-09-13,25,1
11750,79,2024-03-27,116,0
11751,106,2023-12-07,94,0
11752,144,2024-06-30,37,1
11753,105,2023-07-22,73,1
11754,46,2024-01-07,70,0
11755,79,2024-03-21,80,1
11756,164,2023-08-11,52,1
11757,181,2023-07-01,43,0
11758,65,2024-08-18,114,1
11759,140,2022-09-23,84,0
11760,113,2023-06-10,115,0
11761,142,2022-12-29,45,0
11762,167,2023-10-06,70,0
11763,107,2022-08-15,36,1
11764,129,2022-01-20,48,1
11765,88,2022-07-10,94,1
11766,175,2022-12-28,43,0
11767,198,2023-07-20,40,1
11768,33,2024-05-31,32,1
11769,106,2024-03-23,110,0
11770,100,2022-11-28,77,0
11771,8,2023-02-16,60,0
11772,93,2022-11-13,84,1
11773,20,2024-04-29,19,1
11774,167,2023-07-14,83,1
11775,76,2024-04-22,46,1
11776,80,2023-12-21,74,0
11777,71,2023-07-09,118,1
11778,75,2022-09-04,13,1
11779,40,2023-11-04,90,0
11780,92,2024-02-23,98,1
11781,191,2023-08-25,90,1
11782,44,2023-11-03,25,1
11783,7,2022-11-10,101,0
11784,159,2023-04-06,112,0
11785,156,2023-10-22,11,0
11786,102,2024-09-04,6,1
11787,173,2022-12-24,62,1
11788,174,2024-02-28,86,0
11789,135,2022-05-17,35,1
11790,192,2024-02-23,103,1
11791,170,2024-10-19,110,0
11792,94,2023-08-21,60,0
11793,60,2022-08-10,49,0
11794,4,2023-03-18,96,0
11795,127,2023-12-05,89,1
11796,165,2023-05-02,14,0
11797,10,2022-01-08,11,0
11798,39,2022-02-22,86,0
11799,94,2024-04-08,41,0
11800,39,2023-04-16,29,1
11801,164,2023-12-23,70,1
11802,172,2022-12-03,79,1
11803,132,2024-11-20,119,1
11804,59,2024-03-26,64,1
11805,69,2023-05-13,118,0
11806,18,2022-08-14,78,1
11807,54,2023-10-19,28,0
11808,42,2022-12-17,13,1
11809,195,2022-07-30,95,0
11810,188,2024-06-03,84,0
11811,34,2023-11-13,62,0
11812,70,2022-08-17,22,0
11813,46,2022-11-16,20,0
11814,106,2024-08-03,91,1
11815,127,2024-09-09,3,0
11816,179,2023-10-14,35,0
11817,161,2023-04-08,111,1
11818,200,2022-05-27,92,0
11819,101,2023-10-15,47,0
11820,164,2022-04-07,24,0
11821,158,2023-07-09,40,0
11822,124,2022-02-24,56,1
11823,168,2024-11-23,16,0
11824,7,2024-03-08,32,0
11825,26,2022-05-05,103,0
11826,89,2022-07-17,97,1
11827,198,2024-12-31,98,0
11828,125,2022-07-28,68,1
11829,119,2023-10-07,4,1
11830,56,2023-02-24,65,1
11831,60,2024-01-09,68,1
11832,197,2022-02-05,12,1
11833,54,2022-06-07,47,1
11834,90,2023-09-11,67,1
11835,133,2022-09-25,63,1
11836,10,2023-05-16,91,0
11837,155,2024-11-10,119,0
11838,123,2023-09-08,40,0
11839,119,2022-09-01,40,0
11840,146,2024-07-03,57,0
11841,12,2023-12-15,52,1
11842,29,2024-08-17,38,1
11843,139,2024-07-18,53,1
11844,15,2024-02-06,13,1
11845,56,2023-02-19,54,0
11846,176,2024-09-09,19,0
11847,39,2022-05-18,41,1
11848,90,2024-06-26,78,1
11849,120,2024-07-15,103,1
11850,135,2024-10-09,45,1
11851,86,2023-01-15,41,1
11852,70,2022-03-18,99,0
11853,135,2023-07-04,66,1
11854,124,2023-11-27,107,1
11855,110,2023-09-14,102,0
11856,51,2024-05-15,52,1
11857,18,2024-05-10,112,0
11858,66,2022-09-02,17,0
11859,149,2024-03-05,42,0
11860,2,2022-07-12,89,1
11861,56,2024-04-09,118,0
11862,36,2023-05-06,84,1
11863,150,2024-09-09,70,0
11864,42,2022-10-30,36,0
11865,107,2022-12-27,77,1
11866,157,2023-09-30,48,0
11867,51,2023-04-22,46,1
11868,44,2023-09-20,8,1
11869,116,2023-01-11,76,1
11870,180,2023-12-06,75,0
11871,112,2024-08-08,22,1
11872,9,2022-06-06,36,1
11873,192,2023-04-05,22,0
11874,88,2024-01-20,46,0
11875,197,2022-05-15,91,1
11876,125,2023-02-11,64,0
11877,8,2023-09-15,29,1
11878,28,2023-12-30,53,1
11879,42,2024-08-02,1,0
11880,111,2022-01-06,29,0
11881,139,2022-02-19,38,1
11882,169,2023-04-22,107,1
11883,13,2022-02-26,69,1
11884,96,2022-11-03,32,0
11885,82,2024-05-17,68,1
11886,158,2023-07-23,74,0
11887,117,2024-10-20,21,1
11888,60,2022-07-26,66,1
11889,32,2024-03-19,102,1
11890,154,2023-08-18,87,0
11891,74,2022-03-12,6,0
11892,23,2023-10-03,98,1
11893,154,2024-10-11,88,0
11894,116,2024-04-25,78,0
11895,150,2024-06-28,20,0
11896,94,2023-02-03,10,1
11897,94,2024-11-13,43,0
11898,157,2022-04-01,33,0
11899,174,2023-11-09,95,0
11900,13,2023-07-04,44,0
11901,129,2022-07-13,106,1
11902,60,2022-06-08,82,1
11903,194,2023-04-26,45,1
11904,150,2024-09-28,90,0
11905,164,2022-02-28,5,1
11906,139,2024-01-13,0,1
11907,42,2023-05-28,90,1
11908,170,2024-03-22,83,1
11909,54,2023-01-06,87,0
11910,44,2024-04-09,8,0
11911,65,2023-02-03,106,0
11912,23,2023-05-15,26,0
11913,118,2022-05-15,41,0
11914,3,2023-07-15,5,1
11915,83,2023-04-21,36,1
11916,146,2022-12-05,7,0
11917,63,2024-04-24,34,0
11918,5,2024-02-28,16,1
11919,99,2023-06-12,42,1
11920,110,2022-09-07,45,1
11921,103,2023-09-16,97,0
11922,48,2024-05-18,108,0
11923,135,2022-02-20,36,1
11924,52,2024-01-18,102,1
11925,114,2024-07-03,9,0
11926,69,2022-04-18,106,1
11927,102,2022-02-25,50,0
11928,181,2023-07-09,9,0
11929,158,2022-01-12,84,1
11930,74,2022-02-03,45,0
11931,150,2023-11-27,64,0
11932,68,2022-03-01,23,0
11933,71,2022-11-19,20,0
11934,193,2022-08-10,29,0
11935,83,2023-01-31,93,0
11936,117,2023-07-21,90,1
11937,171,2022-01-27,77,0
11938,97,2024-08-21,115,0
11939,41,2023-03-13,7,1
11940,178,2023-05-10,116,1
11941,12,2024-06-25,3,1
11942,100,2023-08-05,77,1
11943,67,2022-09-13,94,0
11944,144,2022-10-25,69,1
11945,111,2023-06-26,70,1
11946,27,2023-07-28,62,0
11947,105,2022-07-27,34,0
11948,52,2023-02-26,107,0
11949,5,2023-03-23,100,1
11950,193,2023-11-11,56,0
11951,71,2022-08-11,98,1
11952,184,2023-01-26,93,0
11953,92,2022-12-19,80,0
11954,22,2022-10-28,39,0
11955,22,2023-09-05,82,1
11956,42,2023-01-20,110,1
11957,91,2024-09-04,12,1
11958,36,2023-08-04,98,0
11959,130,2024-02-06,22,1
11960,174,2023-02-20,4,0
11961,53,2023-06-17,4,0
11962,107,2022-09-10,108,0
11963,149,2024-10-20,27,0
11964,11,2024-06-23,98,1
11965,36,2023-05-23,52,0
11966,158,2022-06-09,72,1
11967,18,2023-06-16,18,1
11968,149,2024-07-27,0,1
11969,167,2023-07-29,74,0
11970,46,2022-04-01,16,0
11971,182,2024-11-17,107,0
11972,197,2023-06-09,50,0
11973,75,2023-02-27,54,1
11974,32,2022-06-02,72,0
11975,5,2024-07-30,114,0
11976,101,2022-06-04,102,0
11977,47,2023-08-02,54,0
11978,140,2024-03-13,95,0
11979,49,2023-03-05,17,1
11980,177,2023-09-03,91,1
11981,4,2023-10-10,17,1
11982,184,2023-01-25,71,1
11983,182,2023-03-13,82,1
11984,81,2022-01-31,35,0
11985,197,2024-08-17,31,1
11986,196,2022-06-23,81,1
11987,183,2023-07-10,11,0
11988,106,2023-08-18,79,1
11989,118,2023-10-23,29,1
11990,170,2023-11-14,46,1
11991,93,2022-04-19,32,0
11992,43,2022-08-26,14,0
11993,60,2024-08-20,3,1
11994,115,2022-10-05,17,1
11995,129,2022-08-10,113,1
11996,30,2022-10-22,46,1
11997,81,2024-08-19,62,1
11998,87,2023-07-15,29,1
11999,169,2024-09-30,102,1
12000,192,2024-04-20,17,1
12001,5,2024-01-12,113,1
12002,121,2022-01-16,56,1
12003,78,2022-01-19,54,1
12004,192,2024-06-12,116,0
12005,135,2024-10-11,87,1
12006,88,2022-09-19,4,0
12007,83,2023-05-18,67,1
12008,83,2022-09-04,47,1
12009,43,2023-05-31,60,1
12010,184,2022-08-19,84,1
12011,9,2022-02-10,98,1
12012,196,2024-07-04,31,1
12013,85,2024-06-01,19,1
12014,121,2024-06-29,72,0
12015,118,2022-09-17,22,1
12016,177,2024-04-25,103,0
12017,59,2024-08-13,3,0
12018,117,2023-05-23,54,0
12019,38,2024-05-21,15,0
12020,162,2022-01-02,51,0
12021,69,2023-11-18,27,1
12022,163,2024-12-29,86,1
12023,33,2022-04-23,31,0
12024,78,2024-02-14,51,1
12025,179,2024-04-29,70,1
12026,114,2023-10-15,102,1
12027,149,2022-06-14,73,1
12028,173,2024-08-24,56,1
12029,150,2024-06-27,112,0
12030,14,2024-03-30,88,1
12031,115,2024-06-23,65,0
12032,163,2024-07-09,111,1
12033,31,2022-09-15,93,1
12034,117,2024-04-13,92,1
12035,184,2023-03-20,29,0
12036,82,2024-02-12,38,0
12037,134,2024-08-03,67,1
12038,43,2023-10-02,82,1
12039,95,2023-02-24,109,1
12040,8,2022-01-24,48,1
12041,83,2022-10-29,92,0
12042,144,2022-07-09,99,1
12043,29,2024-03-11,77,1
12044,14,2022-10-03,50,1
12045,184,2024-11-10,61,0
12046,156,2023-07-31,36,1
12047,181,2022-08-27,11,0
12048,162,2023-12-13,20,1
12049,147,2023-05-25,4,0
12050,54,2022-10-04,87,0
12051,71,2024-01-16,100,0
12052,20,2022-10-12,115,1
12053,199,2022-10-21,59,0
12054,114,2024-05-11,79,0
12055,51,2022-02-07,86,1
12056,143,2023-06-21,12,1
12057,118,2022-11-18,107,0
12058,191,2023-11-17,50,0
12059,173,2024-11-29,39,0
12060,111,2023-08-23,43,0
12061,18,2022-09-25,9,1
12062,149,2023-04-07,26,0
12063,182,2022-11-18,76,1
12064,185,2022-07-02,111,0
12065,79,2022-03-10,42,0
12066,70,2024-03-15,95,1
12067,30,2022-04-23,96,1
12068,110,2022-08-19,7,0
12069,185,2023-09-12,13,1
12070,58,2023-06-10,0,0
12071,100,2022-04-29,90,0
12072,97,2024-08-11,47,1
12073,113,2024-02-05,29,1
12074,165,2022-07-05,70,1
12075,94,2023-05-14,92,1
12076,197,2023-06-11,14,1
12077,171,2024-09-21,97,1
12078,111,2023-03-12,86,0
12079,110,2023-10-24,34,1
12080,123,2022-09-28,63,0
12081,194,2022-05-24,42,0
12082,135,2023-05-05,103,1
12083,30,2022-03-09,42,0
12084,191,2022-07-20,113,0
12085,152,2023-12-05,104,0
12086,172,2022-03-07,78,1
12087,10,2022-08-02,117,0
12088,84,2023-08-25,15,1
12089,97,2024-10-19,22,0
12090,23,2022-09-18,89,1
12091,68,2023-06-12,61,0
12092,139,2024-12-22,23,0
12093,54,2022-12-15,100,1
12094,38,2022-09-13,65,1
12095,51,2023-04-09,98,0
12096,156,2023-03-05,40,1
12097,23,2024-08-19,55,0
12098,64,2022-01-19,29,0
12099,54,2022-05-09,27,1
12100,94,2022-01-03,117,0
12101,48,2023-09-19,35,0
12102,9,2022-12-12,57,1
12103,198,2024-03-12,45,1
12104,192,2023-01-27,59,1
12105,49,2022-06-30,62,1
12106,51,2022-06-12,65,0
12107,192,2023-05-27,67,1
12108,137,2023-06-30,65,0
12109,181,2023-08-04,84,1
12110,11,2024-09-05,13,0
12111,87,2023-04-07,24,1
12112,191,2024-03-28,70,1
12113,115,2023-10-22,51,0
12114,185,2024-02-16,10,1
12115,144,2024-02-26,45,0
12116,96,2022-08-16,60,0
12117,39,2024-03-07,56,0
12118,182,2023-07-25,117,0
12119,94,2024-09-08,113,1
12120,109,2023-06-24,45,1
12121,115,2022-03-05,52,1
12122,100,2022-12-23,18,1
12123,169,2024-09-23,106,1
12124,61,2024-10-25,112,0
12125,152,2022-04-05,48,1
12126,30,2023-12-12,59,0
12127,1,2023-08-03,10,0
12128,146,2022-08-14,77,0
12129,54,2024-02-14,77,0
12130,148,2023-11-29,17,1
12131,193,2024-01-04,31,0
12132,66,2024-05-18,53,1
12133,73,2022-04-13,34,0
12134,89,2022-11-02,64,0
12135,12,2024-03-18,77,0
12136,37,2022-08-08,39,0
12137,74,2022-11-26,88,1
12138,183,2023-08-06,96,1
12139,104,2022-01-04,98,0
12140,194,2022-04-28,18,0
12141,53,2023-01-18,44,1
12142,66,2024-09-09,67,0
12143,32,2023-06-27,40,1
12144,132,2022-05-26,5,1
12145,117,2024-11-30,96,0
12146,25,2023-12-20,76,1
12147,135,2022-03-17,13,0
12148,181,2022-08-20,3,1
12149,145,2023-08-14,82,0
12150,132,2023-07-18,101,0
12151,87,2023-12-16,94,0
12152,86,2022-03-08,73,0
12153,171,2022-07-30,119,0
12154,139,2024-09-04,1,0
12155,77,2024-11-26,36,0
12156,106,2023-04-01,110,1
12157,23,2022-12-30,3,0
12158,81,2022-12-26,16,0
12159,164,2022-02-07,11,0
12160,40,2024-12-28,108,1
12161,197,2024-11-05,44,1
12162,159,2024-10-20,68,0
12163,79,2022-09-07,112,0
12164,109,2024-11-12,61,1
12165,125,2023-08-24,115,1
12166,162,2023-03-16,44,1
12167,197,2023-05-01,67,1
12168,144,2022-07-27,41,0
12169,32,2023-05-24,30,0
12170,63,2022-07-03,57,0
12171,154,2023-11-10,45,0
12172,32,2022-03-18,102,1
12173,22,2022-12-29,68,0
12174,47,2023-04-30,114,0
12175,146,2023-04-02,104,0
12176,79,2023-01-23,17,1
12177,191,2023-05-09,105,0
12178,200,2024-01-28,63,0
12179,155,2022-06-23,81,0
12180,48,2023-03-10,21,0
12181,105,2022-12-21,50,1
12182,5,2022-01-18,81,1
12183,34,2023-10-15,113,0
12184,65,2024-01-28,69,0
12185,90,2024-10-05,40,1
12186,126,2024-05-04,17,1
12187,196,2022-07-09,27,0
12188,122,2022-09-16,104,1
12189,135,2023-02-02,51,1
12190,75,2023-10-30,89,0
12191,59,2023-10-29,39,0
12192,73,2023-06-03,58,0
12193,138,2024-01-11,64,1
12194,58,2024-06-06,34,1
12195,118,2024-10-05,66,0
12196,86,2024-04-06,80,0
12197,151,2024-12-12,51,1
12198,135,2024-03-30,43,0
12199,157,2023-11-24,110,1
12200,150,2023-02-12,97,1
12201,1,2024-08-27,56,1
12202,178,2024-09-14,8,1
12203,111,2024-06-14,42,0
12204,60,2023-04-06,23,0
12205,51,2022-04-02,53,1
12206,128,2022-05-12,73,1
12207,61,2022-02-12,111,0
12208,23,2023-08-15,81,1
12209,176,2022-02-06,83,0
12210,83,2022-03-25,53,0
12211,14,2022-02-18,114,0
12212,71,2023-08-11,115,0
12213,39,2024-08-18,38,0
12214,92,2023-04-23,13,0
12215,12,2024-06-20,79,0
12216,52,2022-03-12,94,1
12217,190,2022-01-14,97,1
12218,67,2024-10-15,34,0
12219,42,2022-06-03,72,1
12220,169,2022-05-27,68,1
12221,13,2023-06-09,14,0
12222,101,2023-05-08,8,1
12223,87,2022-12-04,54,1
12224,13,2024-06-24,63,0
12225,194,2022-03-24,55,0
12226,24,2023-01-08,13,0
12227,87,2024-07-23,3,1
12228,68,2024-12-28,83,0
12229,110,2022-01-25,116,0
12230,116,2024-09-04,78,0
12231,173,2022-08-22,45,0
12232,59,2024-04-06,107,1
12233,180,2023-09-18,87,0
12234,129,2023-08-06,44,1
12235,157,2024-11-22,83,0
12236,148,2023-07-22,92,1
12237,52,2024-08-14,43,0
12238,102,2024-09-10,102,0
12239,48,2024-03-13,52,0
12240,159,2023-09-06,63,0
12241,152,2022-09-06,75,0
12242,37,2024-01-01,75,1
12243,123,2022-01-14,99,1
12244,6,2023-06-24,48,1
12245,107,2022-01-26,27,1
12246,188,2022-12-31,44,0
12247,159,2024-01-06,27,1
12248,2,2024-11-21,70,0
12249,42,2024-12-09,59,0
12250,72,2022-03-22,9,0
12251,2,2022-03-12,41,1
12252,4,2024-07-31,6,1
12253,116,2022-07-17,79,1
12254,10,2024-12-11,18,0
12255,170,2022-05-05,87,0
12256,90,2023-01-24,8,0
12257,94,2023-04-13,38,1
12258,19,2022-07-27,14,1
12259,170,2023-10-22,12,0
12260,195,2023-11-04,59,1
12261,146,2024-01-30,58,1
12262,124,2023-06-17,19,1
12263,135,2023-04-07,87,1
12264,142,2024-11-02,65,0
12265,19,2023-05-24,67,0
12266,67,2022-11-27,0,1
12267,123,2024-10-08,12,1
12268,158,2024-05-08,44,1
12269,64,2024-04-13,16,0
12270,10,2023-01-08,34,0
12271,154,2024-02-23,17,0
12272,83,2022-09-07,108,1
12273,24,2023-03-11,30,0
12274,15,2024-01-20,55,0
12275,80,2022-12-12,39,0
12276,123,2022-10-26,48,1
12277,12,2022-07-12,113,1
12278,104,2022-01-25,88,0
12279,118,2023-11-05,81,1
12280,145,2023-01-10,12,1
12281,68,2023-03-12,56,1
12282,77,2022-04-11,86,0
12283,66,2024-03-29,56,1
12284,114,2023-03-03,15,1
12285,61,2024-01-13,77,0
12286,121,2024-09-04,112,0
12287,71,2024-06-24,92,0
12288,2,2022-10-28,84,0
12289,179,2024-05-23,28,1
12290,143,2022-04-02,82,1
12291,157,2023-04-05,64,1
12292,43,2022-09-29,85,1
12293,96,2022-11-05,8,0
12294,120,2024-07-09,10,0
12295,169,2024-09-04,8,1
12296,149,2022-09-22,98,0
12297,165,2022-07-22,22,0
12298,172,2022-03-26,3,0
12299,186,2024-03-18,102,1
12300,168,2023-10-11,64,1
12301,75,2022-12-04,74,1
12302,47,2022-03-28,20,1
12303,86,2024-07-03,97,1
12304,182,2022-01-24,51,0
12305,19,2023-09-10,25,0
12306,66,2024-07-07,71,1
12307,104,2022-12-30,45,1
12308,63,2023-04-15,90,0
12309,103,2023-05-10,102,1
12310,23,2023-02-25,41,1
12311,98,2022-05-31,117,0
12312,153,2024-09-05,5,1
12313,90,2023-11-21,96,0
12314,138,2024-06-26,115,1
12315,99,2023-01-26,11,1
12316,12,2024-10-03,105,1
12317,75,2023-03-10,110,1
12318,186,2022-03-18,29,1
12319,61,2022-11-21,50,1
12320,30,2022-05-10,87,0
12321,181,2022-05-30,10,1
12322,62,2023-07-21,37,0
12323,95,2023-10-13,94,1
12324,124,2022-08-01,101,1
12325,180,2023-05-15,97,1
12326,89,2024-07-18,29,0
12327,88,2024-06-26,98,0
12328,134,2024-06-10,104,1
12329,65,2024-12-19,51,1
12330,103,2024-12-28,26,1
12331,30,2023-03-31,114,1
12332,26,2024-05-06,25,0
12333,143,2024-11-07,106,0
12334,173,2024-07-12,52,0
12335,76,2024-03-09,42,0
12336,172,2022-04-04,19,1
12337,51,2023-12-23,45,0
12338,6,2024-05-31,30,1
12339,61,2024-12-11,119,0
12340,80,2024-04-14,109,1
12341,62,2023-09-08,52,0
12342,90,2024-12-28,107,1
12343,60,2022-09-15,104,0
12344,117,2023-01-11,79,0
12345,106,2022-07-28,65,0
12346,146,2022-06-20,92,1
12347,43,2024-07-04,3,0
12348,166,2022-10-16,6,0
12349,85,2023-05-12,34,0
12350,56,2024-06-13,100,1
12351,146,2022-06-24,108,1
12352,17,2022-05-28,70,0
12353,30,2023-02-21,15,1
12354,79,2023-04-29,37,1
12355,40,2023-09-26,38,0
